,Project Title,University,Description,field,Tuition,Rate,City,Duration,State,County,LATITUDE,LONGITUDE,PostPhdSalary,PostPhdEmploy,World Rank,USA Rank,Glassdoor Star,Salary_high,Salary_low,Salary/Stipend,State Avg Salary/Stipend,Required Income,Food,Housing,Transportation,Medical,Enough Income
3543,Neurosciences and Cognitive Sciences,University of Maryland Baltimore County (Umbc),The Neurosciences and Cognitive Sciences program (NACS) at University of Maryland Baltimore County (UMBC) offers a wide range of research and training opportunities for students pursuing doctoral level research in a variety of areas within the field of neuroscience.,natural-sciences-mathematics,22376.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3544,Biological Sciences - Ecology and Evolutionary Biology,Kent State University,"The Biological Sciences - Ecology and Evolutionary Biology degree from Kent State University provides opportunities to study in areas such as animal behavior, entomology, limnology, microbial ecology, ornithology, systems ecology, systematic and evolutionary biology, environmental physiology, vertebrate ecology and population and community ecology.",natural-sciences-mathematics,16534.0, year,Kent,,Washington,King,47.3887,-122.2128,"87,000",87.1,601,131,,,,,40673.0,40722.0,4686.0,15076.0,5316.0,2779.0,No
3545,Physics,"University of Nevada, Las Vegas","The purpose of the Physics M.S. and Ph.D. degrees at University of Nevada, Las Vegas are to prepare students for a career in Physics Research or in education at the university level.",natural-sciences-mathematics,22113.0, year,Las Vegas,,Nevada,Clark,36.2333,-115.2654,"87,000",87.1,1400,155,,,,,45090.0,35399.0,4686.0,10445.0,5316.0,2961.0,No
3546,Biomedical Engineering,Mississippi State University,"The Doctor of Philosophy Biomedical Engineering degree from Mississippi State University typically three years of course work, a comprehensive exam, a preliminary exam (dissertation proposal), and a defense of the dissertation.",natural-sciences-mathematics,,,Starkville,5.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3547,Natural Resources - Natural Resources Studies,The University of Arizona,The study of the Natural Resources - Natural Resources Studies program from The University of Arizona includes all the biological and physical processes of ecosystems - knowledge needed for sustainable use of rangelands as well as management of the diverse and complex systems that they support.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3548,Optical Sciences,The University of Arizona,"The Optical Sciences program from The University of Arizona prepares students for extraordinary opportunities in a fast-changing, high-tech world.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3549,Physics,The University of Arizona,The Physics program from The University of Arizona is designed to put students in direct contact with the topics and questions that are at the forefront of contemporary physics research.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3550,Applied Mathematics,The University of Arizona,The Applied Mathematics degree from The University of Arizona is an independent interdisciplinary graduate program with courses of study and research leading to Master of Science and Doctor of Philosophy degrees.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3551,Statistics and Data Science,The University of Arizona,"The mission of the Statistics and Data Science program from The University of Arizona is to develop the next generation of data scientists, trained to meet the challenges of modern interdisciplinary data extraction, analysis, and interpretation.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3552,Neuroscience,"University of Nevada, Las Vegas","This Neuroscience Ph.D. program at University of Nevada, Las Vegas provides coursework and research training in neuroscience, with research mentoring spanning a range of different dimensions (basic to applied/clinical neuroscience, molecular to cognitive neuroscience, various types of nervous system measurement approaches, etc.).",natural-sciences-mathematics,22113.0, year,Las Vegas,,Nevada,Clark,36.2333,-115.2654,"87,000",87.1,1400,155,,,,,45090.0,35399.0,4686.0,10445.0,5316.0,2961.0,No
3553,Natural Resources,The University of Arizona,"The Natural Resources Studies program from The University of Arizona is intended to provide an interdisciplinary graduate education for individuals who wish to contribute to natural resource policy and management decisions made in an environment increasingly influenced not only by technical elements, but by economic, legal, political, and social factors.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3554,Pure Mathematics,Kent State University,"The Ph.D. degree in Pure Mathematics from Kent State University is for students interested in becoming professional scholars, college and university teachers or independent workers in private, industrial or government research institutions.",natural-sciences-mathematics,16534.0, year,Kent,,Washington,King,47.3887,-122.2128,"87,000",87.1,601,131,,,,,40673.0,40722.0,4686.0,15076.0,5316.0,2779.0,No
3555,Mathematical Sciences,"University of Nevada, Las Vegas","The Mathematical Sciences Ph.D. program at University of Nevada, Las Vegas is Nevada’s only Ph.D. program in the Mathematical Sciences.",natural-sciences-mathematics,22113.0, year,Las Vegas,,Nevada,Clark,36.2333,-115.2654,"87,000",87.1,1400,155,,,,,45090.0,35399.0,4686.0,10445.0,5316.0,2961.0,No
3556,Pharmacy,The University of Arizona,Admitted students pursue a four-year doctor of pharmacy (PharmD) Pharmacy degree from The University of Arizona.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3557,Pharmacology and Toxicology,The University of Arizona,The Pharmacology and Toxicology program is offered by The University of Arizona. The College of Pharmacy offers a graduate program leading to a Doctor of Philosophy degree in Pharmacology and Toxicology.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3558,Statistics and Data Science - Statistical Informatics,The University of Arizona,"The mission of the Statistics and Data Science - Statistical Informatics program from The University of Arizona is to develop the next generation of data scientists, trained to meet the challenges of modern interdisciplinary data extraction, analysis, and interpretation.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3559,Pharmaceutical Sciences - Pharmacokinetics - Pharmaceutics,The University of Arizona,The mission of this Pharmaceutical Sciences - Pharmacokinetics - Pharmaceutics program from The University of Arizona is to educate and prepare students for work in the pharmaceutical industry and in academia.,natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3560,Animal Physiology,Mississippi State University,The graduate program in Animal Physiology is an interdisciplinary curriculum leading to a Master of Science in Agricultural Life Sciences with a concentration in Animal Physiology and/or Doctor of Philosophy degree in Life Sciences with a concentration in Animal Physiology at Mississippi State University.,natural-sciences-mathematics,,,Starkville,3.0,Mississippi,Oktibbeha,33.4608,-88.8297,"87,000",87.1,801,134,4.3,50000.0,32000.0,40321.0,40595.0,32073.0,3926.0,7697.0,5477.0,3150.0,Yes
3561,Applied Mathematics,University of Maryland Baltimore County (Umbc),"The Applied Mathematics program at University of Maryland Baltimore County (UMBC) is designed for students interested in pursuing an advanced degree and who have earned the equivalent of a bachelor’s or master’s degree in mathematics, statistics or in other mathematically oriented disciplines.",natural-sciences-mathematics,22376.0, year,Baltimore Highlands,,Maryland,Baltimore,39.2355,-76.6367,"87,000",87.1,1400,1800,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3562,Environmental Science,The University of Arizona,"With the Environmental Science program from The University of Arizona, students will be prepared for careers in business and industry, governmental agencies, educational institutions, and private consulting firms. Many Ph.D. students obtain faculty positions at colleges and universities.",natural-sciences-mathematics,31262.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"87,000",87.1,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
3563,Nutritional and Metabolic Biology,Columbia University,The Doctoral Program in Nutritional and Metabolic Biology from Columbia University integrates a number of fields relating to human health and disease.,natural-sciences-mathematics,47827.0, year,Manhattan,,New York,New York,40.7834,-73.9662,"87,000",87.1,16,1800,4.1,54000.0,35000.0,43155.0,42830.0,44627.0,4559.0,17922.0,4470.0,3207.0,No
3564,Microbiology,"University of California, Berkeley","The Graduate Group in Microbiology at University of California, Berkeley is composed of 53 faculty from diverse departments, colleges, and schools.",natural-sciences-mathematics,,,Berkeley,5.0,California,Alameda,37.8722,-122.276,"87,000",87.1,1400,5,,,,,45119.0,44175.0,4686.0,17076.0,5316.0,3136.0,No
3565,Physics,The University of Alabama at Birmingham,Ready to take your studies to the next level? Physics graduate students at The University of Alabama at Birmingham have the opportunity to choose from a diverse portfolio of research topics and techniques.,natural-sciences-mathematics,11226.0, year,Birmingham,7.0,Alabama,Jefferson,33.5279,-86.7971,"87,000",87.1,1400,1800,,,,,37394.0,32547.0,3926.0,7954.0,5477.0,2998.0,No
3566,Physics,University of Georgia,The Department of Physics and Astronomy at University of Georgia offers graduate work leading to the MS and PhD degrees in physics.,natural-sciences-mathematics,,,Athens,3.0,Georgia,Clarke,33.9508,-83.3689,"87,000",87.1,1400,52,4.2,45000.0,31000.0,37471.0,38584.0,36862.0,3926.0,11227.0,5477.0,3198.0,Yes
3567,Neuroscience,Johns Hopkins University,"The Neuroscience Training Program and the Neuroscience Department at Johns Hopkins University were among the first neuroscience-focused academic centers established in the United States, dating back to 1980.  The goal of the Program to ensure that our students obtain broad training in the neurosciences.",natural-sciences-mathematics,51950.0, year,Baltimore,3.0,Maryland,Baltimore,39.3051,-76.6144,"87,000",87.1,12,18,,,,,40126.0,40798.0,3926.0,14454.0,5477.0,3157.0,No
3568,Statistics,University of Pennsylvania,"Wharton’s PhD program in Statistics at the University of Pennsylvania provides the foundational education that allows students to engage both cutting-edge theory and applied problems. These include theoretical research in mathematical statistics as well as interdisciplinary research in the social sciences, biology and computer science.",natural-sciences-mathematics,36291.0, year,Philadelphia,4.0,Pennsylvania,Philadelphia,40.0077,-75.1339,"87,000",87.1,1400,9,4.2,52000.0,33000.0,41453.0,38295.0,34128.0,4559.0,9684.0,4470.0,3178.0,Yes
3569,Statistics,University of Pennsylvania,"Wharton’s PhD program in Statistics at the University of Pennsylvania provides the foundational education that allows students to engage both cutting-edge theory and applied problems. These include theoretical research in mathematical statistics as well as interdisciplinary research in the social sciences, biology and computer science.",natural-sciences-mathematics,36291.0, year,Philadelphia,4.0,Pennsylvania,Philadelphia,40.0077,-75.1339,"87,000",87.1,1400,9,4.4,63000.0,38000.0,48712.0,38295.0,34128.0,4559.0,9684.0,4470.0,3178.0,Yes
3570,Psychology - Behavioral Neuroscience,West Virginia University,The behavioral neuroscience area of emphasis is the newest and fastest growing area in the Department of Psychology. We offer a Psychology - Behavioral Neuroscience degree at the West Virginia University.,natural-sciences-mathematics,23982.0, year,Morgantown,5.0,West Virginia,Monongalia,39.6383,-79.9464,"87,000",87.1,601,116,4.1,47000.0,29000.0,36843.0,36843.0,32381.0,3926.0,7522.0,5477.0,3375.0,Yes
